transicao_movimento,siglaTribunal,orgaoJulgador.codigoOrgao,count,min,max,median,C1,C2,C1-descricao,C2-descricao
581.0 -> 493.0,TJMG,13095.0,5,0.0,14.0,6.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,13100.0,3,15.0,201.0,17.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,13193.0,31,0.0,215.0,30.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,13230.0,8,0.0,481.0,54.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,13329.0,1,133.0,133.0,133.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,13351.0,2,2.0,15.0,8.5,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,13354.0,272,0.0,353.0,0.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,13401.0,1,147.0,147.0,147.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,15644.0,7,0.0,97.0,10.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,15647.0,1,15.0,15.0,15.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,16391.0,10,1.0,188.0,46.5,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,16546.0,17,0.0,48.0,13.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,17929.0,6,0.0,93.0,24.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,17955.0,4,5.0,96.0,48.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,17956.0,17,2.0,674.0,28.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,17957.0,13,0.0,207.0,7.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,39984.0,174,0.0,127.0,0.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,39985.0,644,0.0,102.0,0.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,80300.0,2,21.0,242.0,131.5,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,80301.0,5,6.0,110.0,33.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,81130.0,14,0.0,328.0,38.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,81131.0,12,0.0,56.0,9.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,81132.0,2,1.0,57.0,29.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,81133.0,8,12.0,55.0,27.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,81401.0,89,0.0,244.0,7.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 493.0,TJMG,81492.0,1,2.0,2.0,2.0,581.0,493.0,Documento,Entrega em carga/vista
581.0 -> 51.0,TJMG,3115.0,1,5.0,5.0,5.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3262.0,4,0.0,73.0,29.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3297.0,13,0.0,123.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3335.0,6,2.0,68.0,7.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3668.0,24,0.0,259.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3676.0,47,0.0,237.0,2.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3682.0,4,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3688.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3691.0,4,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3694.0,11,0.0,119.0,4.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3701.0,8,4.0,256.0,40.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3710.0,1,6.0,6.0,6.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3727.0,15,0.0,24.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3744.0,4,0.0,368.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3750.0,11,0.0,373.0,8.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3756.0,9,0.0,13.0,5.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3758.0,2,3.0,55.0,29.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3761.0,7,0.0,25.0,8.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3764.0,11,0.0,6.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3767.0,10,0.0,481.0,6.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3772.0,9,0.0,45.0,22.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3775.0,4,0.0,17.0,2.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3778.0,7,0.0,21.0,2.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3779.0,15,0.0,153.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3780.0,4,0.0,27.0,6.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3782.0,4,0.0,18.0,3.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3784.0,9,0.0,32.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3786.0,1,33.0,33.0,33.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3790.0,10,0.0,42.0,15.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3792.0,9,2.0,158.0,6.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3796.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3797.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3799.0,5,1.0,56.0,13.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3804.0,3,50.0,82.0,77.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3808.0,2,10.0,15.0,12.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3809.0,2,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3816.0,1,6.0,6.0,6.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3819.0,12,0.0,137.0,64.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3820.0,3,0.0,11.0,7.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3826.0,13,0.0,103.0,1.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3831.0,1,4.0,4.0,4.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3836.0,4,0.0,3.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3840.0,10,0.0,364.0,22.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3842.0,2,17.0,52.0,34.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3847.0,2,6.0,145.0,75.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3851.0,2,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3855.0,3,0.0,60.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3856.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3857.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3865.0,10,0.0,142.0,0.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3867.0,18,0.0,568.0,13.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3874.0,2,35.0,57.0,46.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3876.0,5,1.0,134.0,17.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3880.0,12,0.0,161.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3883.0,2,27.0,50.0,38.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3889.0,2,0.0,17.0,8.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3894.0,3,0.0,14.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3895.0,9,0.0,224.0,1.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3897.0,2,0.0,1036.0,518.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3900.0,1,5.0,5.0,5.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3904.0,1,18.0,18.0,18.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3916.0,3,0.0,110.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3917.0,1,28.0,28.0,28.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3920.0,6,0.0,138.0,68.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3922.0,3,0.0,41.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3924.0,4,0.0,28.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3926.0,10,0.0,49.0,0.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3936.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3937.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3944.0,7,6.0,112.0,66.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3945.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3946.0,27,0.0,282.0,20.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3948.0,3,0.0,99.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3949.0,6,7.0,67.0,20.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3960.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3962.0,5,0.0,35.0,26.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3967.0,3,0.0,7.0,5.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3974.0,9,6.0,307.0,30.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3976.0,8,0.0,98.0,2.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3977.0,14,0.0,76.0,1.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3981.0,5,0.0,99.0,2.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3986.0,2,1.0,53.0,27.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3990.0,6,10.0,950.0,155.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3991.0,10,0.0,232.0,5.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3992.0,3,0.0,19.0,4.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3993.0,4,0.0,1.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,3999.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4001.0,1,21.0,21.0,21.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4004.0,4,0.0,41.0,20.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4007.0,3,4.0,13.0,6.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4011.0,1,21.0,21.0,21.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4012.0,5,2.0,62.0,15.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4016.0,8,0.0,134.0,15.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4017.0,4,0.0,106.0,50.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4018.0,3,0.0,192.0,22.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4022.0,38,0.0,446.0,11.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4024.0,3,2.0,107.0,10.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4032.0,5,0.0,92.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4034.0,5,0.0,103.0,12.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4037.0,5,0.0,314.0,9.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4040.0,3,8.0,121.0,84.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4042.0,4,0.0,192.0,41.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4045.0,5,0.0,29.0,3.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4046.0,8,0.0,64.0,1.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4050.0,2,1.0,23.0,12.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4055.0,5,0.0,4.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4056.0,2,31.0,73.0,52.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4062.0,5,0.0,17.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4064.0,18,0.0,163.0,2.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4065.0,6,0.0,84.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4067.0,14,0.0,245.0,1.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4071.0,16,0.0,15.0,4.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4080.0,5,0.0,1.0,1.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4083.0,1,37.0,37.0,37.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4092.0,6,0.0,25.0,8.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4096.0,14,0.0,23.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4100.0,1,14.0,14.0,14.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4102.0,2,0.0,27.0,13.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4103.0,3,0.0,5.0,2.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4110.0,14,0.0,308.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4125.0,22,0.0,133.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4126.0,2,0.0,8.0,4.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4150.0,13,0.0,109.0,5.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4156.0,13,0.0,42.0,4.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4160.0,7,0.0,19.0,4.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4164.0,5,0.0,141.0,11.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4167.0,11,0.0,17.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4172.0,3,0.0,12.0,6.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4184.0,5,2.0,15.0,5.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4187.0,3,4.0,14.0,10.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4227.0,2,0.0,12.0,6.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4230.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4240.0,3,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4244.0,7,5.0,174.0,50.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4247.0,2,0.0,31.0,15.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4256.0,8,0.0,405.0,16.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4257.0,1,4.0,4.0,4.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4258.0,1,27.0,27.0,27.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4263.0,2,12.0,134.0,73.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4269.0,4,2.0,183.0,13.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4273.0,4,0.0,76.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4276.0,3,0.0,26.0,3.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4278.0,11,0.0,74.0,4.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4288.0,1,47.0,47.0,47.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4289.0,2,0.0,28.0,14.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4292.0,4,0.0,89.0,3.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4295.0,6,1.0,6.0,3.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4297.0,2,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4299.0,5,0.0,336.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4301.0,6,0.0,66.0,20.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4303.0,9,0.0,143.0,117.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4307.0,5,0.0,11.0,1.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4320.0,13,0.0,152.0,11.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4323.0,19,0.0,124.0,6.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4324.0,2,0.0,45.0,22.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4325.0,1,6.0,6.0,6.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4327.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4329.0,6,0.0,496.0,17.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4332.0,3,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4338.0,3,4.0,111.0,12.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4340.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4344.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4347.0,2,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4353.0,3,0.0,45.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4358.0,5,0.0,98.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4361.0,5,3.0,14.0,6.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4369.0,3,7.0,37.0,34.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4376.0,11,0.0,55.0,7.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4378.0,15,0.0,63.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4379.0,4,0.0,54.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4382.0,1,3.0,3.0,3.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4385.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4389.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4392.0,8,0.0,54.0,2.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4395.0,8,0.0,182.0,65.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4401.0,6,0.0,17.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4406.0,6,0.0,24.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4409.0,6,0.0,40.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4411.0,29,0.0,432.0,7.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4414.0,6,0.0,200.0,3.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,4422.0,9,0.0,42.0,1.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5021.0,4,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5224.0,1,1.0,1.0,1.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5230.0,16,0.0,17.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5263.0,16,0.0,263.0,9.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5279.0,2,1.0,72.0,36.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5294.0,3,1.0,97.0,3.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5301.0,14,1.0,446.0,28.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5307.0,10,0.0,23.0,5.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5317.0,8,0.0,22.0,7.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5319.0,7,0.0,233.0,9.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5322.0,10,0.0,15.0,3.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5323.0,26,3.0,417.0,103.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5324.0,7,0.0,438.0,13.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5325.0,10,0.0,605.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5330.0,3,0.0,105.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5333.0,1,24.0,24.0,24.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5335.0,22,0.0,139.0,4.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5338.0,3,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5343.0,9,1.0,38.0,7.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5346.0,2,13.0,83.0,48.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5350.0,13,0.0,205.0,9.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5353.0,16,0.0,117.0,18.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5354.0,2,0.0,17.0,8.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5360.0,13,0.0,24.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5361.0,6,7.0,702.0,375.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5363.0,8,0.0,157.0,10.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5366.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5372.0,9,0.0,104.0,36.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5416.0,16,0.0,105.0,16.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5420.0,18,0.0,222.0,11.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5441.0,125,0.0,243.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5457.0,2,0.0,2.0,1.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5461.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5468.0,5,2.0,46.0,19.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5475.0,1,4.0,4.0,4.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5486.0,2,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5500.0,2,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5506.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5511.0,5,0.0,222.0,8.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5513.0,2,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5520.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5528.0,13,0.0,339.0,6.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5535.0,16,0.0,97.0,6.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5539.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5612.0,6,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5625.0,1,142.0,142.0,142.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5632.0,1,34.0,34.0,34.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5638.0,8,0.0,12.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5721.0,1,0.0,0.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5745.0,2,0.0,13.0,6.5,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5758.0,10,0.0,92.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5760.0,67,0.0,529.0,0.0,581.0,51.0,Documento,Conclusão
581.0 -> 51.0,TJMG,5764.0,5,5.0,68.0,34.0,581.0,51.0,Documento,Conclusão
